GPId,GameId,PlatformId
399,11360,3
400,11360,2
401,11450,3
402,11450,2
403,11450,1
404,11480,3
405,11560,3
406,11590,3
407,12100,3
408,12110,3
409,12120,3
410,12130,3
411,12140,3
412,12150,3
413,12170,3
414,12180,3
415,12200,3
416,12210,3
417,12220,3
418,12310,3
419,12320,3
420,12330,3
421,12340,3
422,12360,3
423,12390,3
424,12420,3
425,12430,3
426,12440,3
427,12450,3
428,12460,3
429,12470,3
430,12480,3
431,12500,3
432,12510,3
433,12520,3
434,12530,3
435,12540,3
436,12560,3
437,12590,3
438,12600,3
439,12640,3
440,12670,3
441,12710,3
442,12710,2
443,12710,1
444,12770,3
445,12790,3
446,12810,3
447,12810,2
448,12810,1
449,12830,3
450,13000,3
451,13140,3
452,13200,3
453,13210,3
454,13230,3
455,13240,3
456,13250,3
457,13500,3
458,13520,3
459,13530,3
460,13540,3
461,13560,3
462,13570,3
463,13580,3
464,13600,3
465,13620,3
466,15000,3
467,15080,3
468,15100,3
469,15120,3
470,15130,3
471,15160,3
472,15170,3
473,15190,3
474,15200,3
475,15210,3
476,15240,3
477,15270,3
478,15300,3
479,15320,3
480,15370,3
481,15380,3
482,15390,3
483,15400,3
484,15400,2
485,15400,1
486,15500,3
487,15520,3
488,15560,3
489,15560,2
490,15560,1
491,15620,3
492,15620,2
493,15620,1
494,15700,3
495,15710,3
496,15740,3
497,15750,3
498,15800,3
499,15900,3
500,15910,3
501,15920,3
502,15930,3
503,15960,3
504,15970,3
505,15970,2
506,16000,3
507,16020,3
508,16030,3
509,16040,3
510,16060,3
511,16100,3
512,16110,3
513,16120,3
514,16130,3
515,16180,3
516,16200,3
517,16450,3
518,16500,3
519,16600,3
520,16620,3
521,16620,2
522,16710,3
523,16720,3
524,16720,2
525,16730,3
526,16810,3
527,16810,2
528,16900,3
529,17080,3
530,17100,3
531,17120,3
532,17140,3
533,17180,3
534,17300,3
535,17330,3
536,17390,3
537,17410,3
538,17430,3
539,17440,3
540,17450,3
541,17460,3
542,17470,3
543,17480,3
544,17500,3
545,17500,1
546,17570,3
547,17570,2
548,17570,1
549,17710,3
550,17710,2
551,17710,1
552,17740,3
553,17740,1
554,18000,3
555,18020,3
556,18040,3
557,18040,2
558,18050,3
559,18050,2
560,18070,3
561,18070,2
562,18120,3
563,18120,2
564,18300,3
565,18300,2
566,18300,1
567,18400,3
568,18420,3
569,18470,3
570,18480,3
571,18500,3
572,18600,3
573,18700,3
574,18700,2
575,18700,1
576,18820,3
577,19000,3
578,19020,3
579,19030,3
580,19080,3
581,19200,3
582,19320,3
583,19500,3
584,19800,3
585,19830,3
586,19900,3
587,19980,3
588,20200,3
589,20510,3
590,20530,3
591,20540,3
592,20550,3
593,20570,3
594,20570,2
595,20570,1
596,20700,3
597,20710,3
598,20820,3
599,20820,2
600,20820,1
601,20900,3
602,20900,2
603,20920,3
604,20920,2
605,20920,1
606,21000,3
607,21010,3
608,21030,3
609,21090,3
610,21100,3
611,21130,3
612,21300,3
613,21400,3
614,21500,3
615,21640,3
616,21660,3
617,21670,3
618,21680,3
619,21690,3
620,21780,3
621,21800,3
622,21980,3
623,22000,3
624,22000,2
625,22000,1
626,22100,3
627,22120,3
628,22120,2
629,22120,1
630,22130,3
631,22180,3
632,22180,2
633,22180,1
634,22200,3
635,22230,3
636,22300,3
637,22310,3
638,22320,3
639,22330,3
640,22350,3
641,22370,3
642,22380,3
643,22450,3
644,22500,3
645,22600,3
646,22600,2
647,22600,1
648,22610,3
649,22650,3
650,22670,3
651,23150,3
652,23300,3
653,23380,3
654,23400,3
655,23420,3
656,23450,3
657,23460,3
658,23490,3
659,23500,3
660,23530,3
661,23600,3
662,23600,2
663,23600,1
664,23700,3
665,24010,3
666,24200,3
667,24240,3
668,24400,3
669,24410,3
670,24420,3
671,24420,1
672,24460,3
673,24480,3
674,24640,3
675,24650,3
676,24670,3
677,24720,3
678,24740,3
679,24780,3
680,24780,2
681,24790,3
682,24800,3
683,24810,3
684,24840,3
685,24870,3
686,24960,3
687,24980,3
688,25000,3
689,25000,2
690,25000,1
691,25010,3
692,25010,2
693,25010,1
694,25500,3
695,25600,3
696,25600,2
697,25600,1
698,25620,3
699,25620,2
700,25620,1
701,25700,3
702,25700,2
703,25800,3
704,25800,2
705,25830,3
706,25850,3
707,25890,3
708,25890,2
709,25900,3
710,25900,2
711,25910,3
712,25930,3
713,25980,3
714,25990,3
715,26000,3
716,26300,3
717,26800,3
718,26800,2
719,26800,1
720,26900,3
721,26900,2
722,27000,3
723,27000,2
724,27020,3
725,27020,2
726,27020,1
727,27050,3
728,27050,2
729,27200,3
730,27330,3
731,27400,3
732,27400,2
733,27600,3
734,27800,3
735,27810,3
736,27900,3
737,27920,3
738,27940,3
739,28000,3
740,29120,3
741,29130,3
742,29160,3
743,29160,2
744,29160,1
745,29180,3
746,29180,2
747,29180,1
748,29800,3
749,29800,2
750,29900,3
751,31270,3
752,31270,2
753,31300,3
754,31800,3
755,31810,3
756,31820,3
757,31830,3
758,31840,3
759,31850,3
760,31860,3
761,31870,3
762,31880,3
763,31890,3
764,31900,3
765,31910,3
766,31920,3
767,31930,3
768,31980,3
769,32000,3
770,32110,3
771,32110,2
772,32120,3
773,32140,3
774,32150,3
775,32160,3
776,32200,3
777,32310,3
778,32310,2
779,32330,3
780,32340,3
781,32340,2
782,32350,3
783,32360,3
784,32370,3
785,32370,2
786,32380,3
787,32390,3
788,32400,3
789,32400,2
790,32410,3
791,32420,3
792,32430,3
793,32430,2
794,32440,3
795,32440,2
796,32450,3
797,32460,3
798,32470,3
799,32500,3
800,32510,3
801,32610,3
802,32620,3
803,32630,3
804,32640,3
805,32650,3
806,32660,3
807,32670,3
808,32680,3
809,32710,3
810,32720,3
811,32730,3
812,32740,3
813,32750,3
814,32760,3
815,32770,3
816,32900,3
817,33100,3
818,33110,3
819,33120,3
820,33130,3
821,33180,3
822,33230,3
823,33320,3
824,33390,3
825,33460,3
826,33520,3
827,33570,3
828,33600,3
829,33600,2
830,33600,1
831,33610,3
832,33620,3
833,33650,3
834,33660,3
835,33670,3
836,33680,3
837,33680,2
838,33680,1
839,33760,3
840,33770,3
841,33790,3
842,33790,2
843,33900,3
844,33930,3
845,33950,3
846,33980,3
847,33990,3
848,34010,3
849,34030,3
850,34030,2
851,34190,3
852,34410,3
853,34420,3
854,34500,3
855,34600,3
856,34630,3
857,34640,3
858,34800,3
859,34810,3
860,34820,3
861,34830,3
862,34870,3
863,34900,3
864,34920,3
865,35000,3
866,35070,3
867,35130,3
868,35140,3
869,35140,2
870,35300,3
871,35310,3
872,35320,3
873,35450,3
874,35460,3
875,35480,3
876,35480,2
877,35480,1
878,35600,3
879,35700,3
880,35700,2
881,35700,1
882,35720,3
883,35720,2
884,35720,1
885,35800,3
886,35800,2
887,36000,3
888,36000,2
889,36100,3
890,36130,3
891,36180,3
892,36210,3
893,36240,3
894,36300,3
895,36310,3
896,36320,3
897,36900,3
898,36910,3
899,37000,3
900,37010,3
901,37030,3
902,37100,3
903,37100,2
904,37210,3
905,37210,2
906,37220,3
907,37220,2
908,37230,3
909,37230,2
910,37240,3
911,37240,2
912,37260,3
913,37270,3
914,37270,2
915,37280,3
916,37280,2
917,37300,3
918,37300,2
919,37310,3
920,37310,2
921,37320,3
922,37320,2
923,37330,3
924,37330,2
925,37340,3
926,37340,2
927,37370,3
928,37370,2
929,37380,3
930,37380,2
931,37390,3
932,37390,2
933,37400,3
934,37500,3
935,37600,3
936,37600,2
937,37700,3
938,37800,3
939,37800,2
940,37960,3
941,38000,3
942,38070,3
943,38080,3
944,38090,3
945,38100,3
946,38110,3
947,38120,3
948,38130,3
949,38140,3
950,38150,3
951,38160,3
952,38170,3
953,38180,3
954,38190,3
955,38210,3
956,38230,3
957,38400,3
958,38410,3
959,38420,3
960,38430,3
961,38450,3
962,38460,3
963,38490,3
964,38600,3
965,38600,2
966,38700,3
967,38700,2
968,38700,1
969,38720,3
970,38720,2
971,38720,1
972,38740,3
973,38740,2
974,38740,1
975,39000,3
976,39110,3
977,39120,3
978,39140,3
979,39150,3
980,39190,3
981,39200,3
982,39210,3
983,39500,3
984,39510,3
985,39520,3
986,39540,3
987,39560,3
988,39630,3
989,39640,3
990,39650,3
991,39660,3
992,39670,3
993,39680,3
994,39690,3
995,39800,3
996,39800,2
997,39800,1
998,39900,3
999,40100,3
1000,40200,3
1001,40210,3
1002,40300,3
1003,40320,3
1004,40330,3
1005,40340,3
1006,40350,3
1007,40380,3
1008,40390,3
1009,40400,3
1010,40400,2
1011,40400,1
1012,40420,3
1013,40420,2
1014,40420,1
1015,40500,3
1016,40700,3
1017,40700,2
1018,40720,3
1019,40930,3
1020,40950,3
1021,40970,3
1022,40980,3
1023,40990,3
1024,41000,3
1025,41070,3
1026,41070,2
1027,41070,1
1028,41100,3
1029,41100,2
1030,41100,1
1031,41300,3
1032,41300,2
1033,41300,1
1034,41400,3
1035,41500,3
1036,41500,2
1037,41600,3
1038,41660,3
1039,41680,3
1040,41700,3
1041,41740,3
1042,41800,3
1043,41800,2
1044,41800,1
1045,41900,3
1046,41900,2
1047,41900,1
1048,42000,3
1049,42120,3
1050,42140,3
1051,42170,3
1052,42170,2
1053,42210,3
1054,42210,2
1055,42220,3
1056,42220,2
1057,42230,3
1058,42230,2
1059,42500,3
1060,42670,3
1061,42700,3
1062,42810,3
1063,42850,3
1064,42890,3
1065,42910,3
1066,42920,3
1067,42930,3
1068,42940,3
1069,42950,3
1070,42960,3
1071,42980,3
1072,42990,3
1073,43000,3
1074,43100,3
1075,43190,3
1076,43500,3
1077,43600,3
1078,44100,3
1079,44350,3
1080,44360,3
1081,44600,3
1082,44680,3
1083,44690,3
1084,45000,3
1085,45100,3
1086,45100,2
1087,45100,1
1088,45300,3
1089,45400,3
1090,45400,2
1091,45410,3
1092,45420,3
1093,45420,2
1094,45450,3
1095,45450,2
1096,45450,1
1097,45700,3
1098,45710,3
1099,45720,3
1100,45730,3
1101,45740,3
1102,45750,3
1103,45760,3
1104,45770,3
1105,46000,3
1106,46000,2
1107,46200,3
1108,46250,3
1109,46260,3
1110,46270,3
1111,46280,3
1112,46290,3
1113,46340,3
1114,46350,3
1115,46360,3
1116,46370,3
1117,46380,3
1118,46400,3
1119,46410,3
1120,46440,3
1121,46450,3
1122,46480,3
1123,46490,3
1124,46500,3
1125,46500,2
1126,46510,3
1127,46510,2
1128,46520,3
1129,46540,3
1130,46550,3
1131,46570,3
1132,46600,3
1133,46700,3
1134,46710,3
1135,46720,3
1136,46730,3
1137,46740,3
1138,46750,3
1139,46760,3
1140,46770,3
1141,46770,2
1142,46770,1
1143,46790,3
1144,46830,3
1145,46840,3
1146,46850,3
1147,47110,3
1148,47120,3
1149,47130,3
1150,47400,3
1151,47400,2
1152,47400,1
1153,47410,3
1154,47700,3
1155,47730,3
1156,47780,3
1157,47790,3
1158,47800,3
1159,47810,3
1160,47870,3
1161,47890,3
1162,47920,3
1163,48000,3
1164,48000,2
1165,48000,1
1166,48110,3
1167,48150,3
1168,48190,3
1169,48240,3
1170,48700,3
1171,48700,2
1172,48700,1
1173,48720,3
1174,48800,3
1175,48950,3
1176,49000,3
1177,49000,2
1178,49300,3
1179,49320,3
1180,49470,3
1181,49520,3
1182,49520,2
1183,49520,1
1184,49600,3
1185,49600,2
1186,49600,1
1187,49800,3
1188,49800,2
1189,49810,3
1190,49810,2
1191,49900,3
1192,50000,3
1193,50130,3
1194,50130,2
1195,50300,3
1196,50300,2
1197,50300,1
1198,50510,3
1199,50910,3
1200,50910,2
1201,50920,3
1202,50930,3
1203,50940,3
1204,50960,3
1205,50970,3
1206,50980,3
1207,50990,3
1208,51000,3
1209,51010,3
1210,51010,2
1211,51020,3
1212,51020,2
1213,51030,3
1214,51030,2
1215,51060,3
1216,55000,3
1217,55000,2
1218,55000,1
1219,55040,3
1220,55040,2
1221,55040,1
1222,55100,3
1223,55110,3
1224,55140,3
1225,55150,3
1226,55230,3
1227,55230,1
1228,57000,3
1229,57000,2
1230,57200,3
1231,57200,2
1232,57300,3
1233,57300,2
1234,57300,1
1235,57620,3
1236,57640,3
1237,57640,2
1238,57640,1
1239,57650,3
1240,57680,3
1241,57690,3
1242,57690,2
1243,57700,3
1244,57740,3
1245,57740,2
1246,57740,1
1247,57800,3
1248,57800,2
1249,57900,3
1250,57900,2
1251,58200,3
1252,58200,2
1253,58230,3
1254,58230,2
1255,58400,3
1256,58520,3
1257,58550,3
1258,58560,3
1259,58570,3
1260,58570,2
1261,58610,3
1262,58610,2
1263,58610,1
1264,60340,3
1265,60340,2
1266,60350,3
1267,60350,2
1268,60600,3
1269,60700,3
1270,60700,2
1271,60800,3
1272,61100,3
1273,61310,3
1274,61310,2
1275,61500,3
1276,61510,3
1277,61520,3
1278,61600,3
1279,61600,2
1280,61600,1
1281,61700,3
1282,61730,3
1283,61730,2
1284,62000,3
1285,62000,2
1286,62100,3
1287,63000,3
1288,63000,2
1289,63000,1
1290,63110,3
1291,63200,3
1292,63500,3
1293,63500,2
1294,63610,3
1295,63610,2
1296,63650,3
1297,63650,2
1298,63660,3
1299,63660,2
1300,63700,3
1301,63700,2
1302,63710,3
1303,63710,2
1304,63800,3
1305,63900,3
1306,63910,3
1307,63940,3
1308,63960,3
1309,64000,3
1310,65070,3
1311,65080,3
1312,65080,2
1313,65270,3
1314,65400,3
1315,65500,3
1316,65530,3
1317,65540,3
1318,65560,3
1319,65600,3
1320,65610,3
1321,65710,3
1322,65730,3
1323,65740,3
1324,65780,3
1325,65790,3
1326,65800,3
1327,65800,2
1328,65800,1
1329,65930,3
1330,65930,2
1331,65980,3
1332,65980,2
1333,65980,1
1334,67000,3
1335,67000,2
1336,67000,1
1337,67370,3
1338,67370,2
1339,70000,3
1340,70100,3
1341,70100,2
1342,70100,1
1343,70110,3
1344,70110,2
1345,70110,1
1346,70120,3
1347,70120,2
1348,70120,1
1349,70200,3
1350,70210,3
1351,70300,3
1352,70300,2
1353,70300,1
1354,70400,3
1355,70420,3
1356,70500,3
1357,70500,2
1358,70600,3
1359,70620,3
1360,70620,2
1361,70640,3
1362,70650,3
1363,70660,3
1364,70900,3
1365,71000,3
1366,71230,3
1367,71240,3
1368,71260,3
1369,71340,3
1370,72000,3
1371,72000,1
1372,72400,3
1373,72850,3
1374,72900,3
1375,73010,3
1376,73010,2
1377,73010,1
1378,73060,3
1379,73170,3
1380,73190,3
1381,73210,3
1382,73220,3
1383,78000,3
1384,78000,2
1385,80000,3
1386,80200,3
1387,80200,2
1388,80300,3
1389,80310,3
1390,80310,2
1391,80310,1
1392,80330,3
1393,80330,2
1394,80330,1
1395,80340,3
1396,80340,2
1397,80340,1
1398,80350,3
1399,80350,2
1400,80350,1
1401,80360,3
1402,90200,3
1403,90200,2
1404,90400,3
1405,91100,3
1406,91200,3
1407,91200,2
1408,91200,1
1409,91330,3
1410,91600,3
1411,91600,2
1412,91700,3
1413,91800,3
1414,91810,3
1415,91900,3
1416,92000,3
1417,92100,3
1418,92200,3
1419,92210,3
1420,92220,3
1421,92300,3
1422,92400,3
1423,92600,3
1424,92700,3
1425,92800,3
1426,92800,2
1427,92800,1
1428,92900,3
1429,93200,3
1430,93200,2
1431,93200,1
1432,94000,3
1433,94200,3
1434,94200,2
1435,94300,3
1436,94300,2
1437,94400,3
1438,94400,2
1439,94590,3
1440,94590,2
1441,94620,3
1442,94620,2
1443,95000,3
1444,95000,2
1445,95000,1
1446,95300,3
1447,95300,2
1448,95300,1
1449,95400,3
1450,95400,2
1451,95400,1
1452,95700,3
1453,95700,2
1454,95900,3
1455,96000,3
1456,96000,2
1457,96000,1
1458,96100,3
1459,96200,3
1460,96200,1
1461,96800,3
1462,96900,3
1463,97000,3
1464,97000,2
1465,97000,1
1466,97100,3
1467,97110,3
1468,97120,3
1469,97130,3
1470,97330,3
1471,98100,3
1472,98100,2
1473,98200,3
1474,98200,2
1475,98200,1
1476,98300,3
1477,98400,3
1478,98500,3
1479,98600,3
1480,98600,2
1481,98800,3
1482,98800,2
1483,98800,1
1484,98900,3
1485,99100,3
1486,99120,3
1487,99300,3
1488,99400,3
1489,99410,3
1490,99700,3
1491,99700,2
1492,99700,1
1493,99900,3
1494,99900,2
1495,99910,3
1496,99910,2
1497,100980,3
1498,102200,3
1499,102400,3
1500,102400,2
1501,102500,3
1502,102600,3
1503,102810,3
1504,102840,3
1505,102840,2
1506,102840,1
1507,102850,3
1508,104000,3
1509,104000,2
1510,104020,3
1511,104020,2
1512,104100,3
1513,104100,2
1514,104200,3
1515,104900,3
1516,105000,3
1517,105000,2
1518,105100,3
1519,105100,2
1520,105300,3
1521,105300,2
1522,105420,3
1523,105450,3
1524,105600,3
1525,105600,2
1526,105600,1
1527,105700,3
1528,105800,3
1529,107100,3
1530,107100,2
1531,107100,1
1532,107200,3
1533,107200,2
1534,107200,1
1535,107300,3
1536,107310,3
1537,107410,3
1538,107600,3
1539,108110,3
1540,108200,3
1541,108200,2
1542,108200,1
1543,108210,3
1544,108500,3
1545,108600,3
1546,108600,2
1547,108600,1
1548,108700,3
1549,108710,3
1550,108800,3
1551,109200,3
1552,109500,3
1553,109600,3
1554,109700,3
1555,110400,3
1556,110500,3
1557,110500,2
1558,110600,3
1559,110610,3
1560,110630,3
1561,110800,3
1562,111000,3
1563,111000,2
1564,111000,1
1565,111010,3
1566,111010,2
1567,111010,1
1568,111100,3
1569,111100,2
1570,111100,1
1571,111400,3
1572,111600,3
1573,112100,3
1574,112100,2
1575,112100,1
1576,113020,3
1577,113020,2
1578,113020,1
1579,113200,3
1580,113200,2
1581,113400,3
1582,113420,3
1583,115100,3
1584,115100,2
1585,115100,1
1586,115110,3
1587,115110,2
1588,115110,1
1589,115120,3
1590,115200,3
1591,115210,3
1592,115220,3
1593,115320,3
1594,115800,3
1595,115800,2
1596,115800,1
1597,116100,3
1598,116100,2
1599,200010,3
1600,200020,3
1601,200080,3
1602,200080,2
1603,200130,3
1604,200150,3
1605,200170,3
1606,200190,3
1607,200210,3
1608,200210,2
1609,200230,3
1610,200260,3
1611,200260,2
1612,200370,3
1613,200390,3
1614,200390,2
1615,200390,1
1616,200410,3
1617,200490,3
1618,200510,3
1619,200510,2
1620,200510,1
1621,200550,3
1622,200670,3
1623,200710,3
1624,200710,2
1625,200710,1
1626,200900,3
1627,200900,1
1628,200960,3
1629,200980,3
1630,200990,3
1631,201000,3
1632,201010,3
1633,201070,3
1634,201210,3
1635,201210,2
1636,201230,3
1637,201290,3
1638,201420,3
1639,201420,2
1640,201420,1
1641,201480,3
1642,201490,3
1643,201510,3
1644,201570,3
1645,201790,3
1646,201810,3
1647,201870,3
1648,202130,3
1649,202200,3
1650,202310,3
1651,202370,3
1652,202410,3
1653,202410,2
1654,202670,3
1655,202670,2
1656,202690,3
1657,202710,3
1658,202730,3
1659,202730,2
1660,202730,1
1661,202750,3
1662,202860,3
1663,202970,3
1664,203140,3
1665,203140,2
1666,203160,3
1667,203160,2
1668,203160,1
1669,203210,3
1670,203210,2
1671,203210,1
1672,203290,3
1673,203350,3
1674,203350,2
1675,203510,3
1676,203560,3
1677,203560,2
1678,203560,1
1679,203630,3
1680,203650,3
1681,203680,3
1682,203750,3
1683,203770,3
1684,203770,2
1685,203770,1
1686,203830,3
1687,203830,2
1688,203990,3
1689,203990,1
1690,204030,3
1691,204060,3
1692,204060,2
1693,204060,1
1694,204100,3
1695,204120,3
1696,204180,3
1697,204180,2
1698,204180,1
1699,204220,3
1700,204220,2
1701,204220,1
1702,204240,3
1703,204240,2
1704,204240,1
1705,204300,3
1706,204300,2
1707,204300,1
1708,204340,3
1709,204360,3
1710,204360,2
1711,204390,3
1712,204440,3
1713,204440,2
1714,204530,3
1715,204530,2
1716,204560,3
1717,204580,3
1718,204630,3
1719,204630,2
1720,204630,1
1721,204760,3
1722,204860,3
1723,204880,3
1724,204940,3
1725,204960,3
1726,205020,3
1727,205020,2
1728,205060,3
1729,205060,2
1730,205070,3
1731,205070,2
1732,205080,3
1733,205080,2
1734,205090,3
1735,205090,2
1736,205100,3
1737,205190,3
1738,205230,3
1739,205270,3
1740,205530,3
1741,205530,2
1742,205550,3
1743,205550,2
1744,205610,3
1745,205650,3
1746,205690,3
1747,205690,2
1748,205710,3
1749,205730,3
1750,205730,2
1751,205730,1
1752,205810,3
1753,205830,3
1754,205840,3
1755,205870,3
1756,205870,2
1757,205910,3
1758,205910,2
1759,205910,1
1760,205950,3
1761,205990,3
1762,205990,2
1763,205990,1
1764,206020,3
1765,206040,3
1766,206060,3
1767,206190,3
1768,206190,2
1769,206190,1
1770,206210,3
1771,206230,3
1772,206250,3
1773,206370,3
1774,206370,2
1775,206370,1
1776,206410,3
1777,206420,3
1778,206420,1
1779,206440,3
1780,206440,2
1781,206440,1
1782,206480,3
1783,206480,2
1784,206500,3
1785,206610,3
1786,206610,2
1787,206690,3
1788,206690,2
1789,206690,1
1790,207000,3
1791,207000,2
1792,207020,3
1793,207080,3
1794,207080,2
1795,207140,3
1796,207140,2
1797,207140,1
1798,207170,3
1799,207170,2
1800,207170,1
1801,207190,3
1802,207230,3
1803,207250,3
1804,207250,2
1805,207250,1
1806,207320,3
1807,207350,3
1808,207370,3
1809,207380,3
1810,207400,3
1811,207420,3
1812,207420,2
1813,207420,1
1814,207430,3
1815,207430,2
1816,207490,3
1817,207530,3
1818,207570,3
1819,207570,2
1820,207570,1
1821,207650,3
1822,207650,2
1823,207650,1
1824,207670,3
1825,207670,2
1826,207690,3
1827,207690,2
1828,207710,3
1829,207710,2
1830,207730,3
1831,207750,3
1832,207750,2
1833,207750,1
1834,207790,3
1835,207930,3
1836,208110,3
1837,208110,2
1838,208140,3
1839,208140,2
1840,208200,3
1841,208400,3
1842,208400,2
1843,208460,3
1844,208500,3
1845,208520,3
1846,208520,2
1847,208580,3
1848,208580,2
1849,208580,1
1850,208600,3
1851,208600,2
1852,208620,3
1853,208630,3
1854,208640,3
1855,208650,3
1856,208670,3
1857,208670,2
1858,208710,3
1859,208730,3
1860,208750,3
1861,208750,2
1862,208750,1
1863,209000,3
1864,209060,3
1865,209060,1
1866,209080,3
1867,209080,2
1868,209080,1
1869,209100,3
1870,209120,3
1871,209160,3
1872,209190,3
1873,209190,2
1874,209190,1
1875,209230,3
1876,209330,3
1877,209330,2
1878,209330,1
1879,209360,3
1880,209370,3
